ticket_id,incoming_messages
78,"[{'id': 43031158349, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-11-06 08:00:01'), 'updated': Timestamp('2018-11-06 08:00:01'), 'user_id': 43012946687}, {'id': 43031199551, 'message': 'spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.', 'created': Timestamp('2018-11-06 11:09:01'), 'updated': Timestamp('2018-11-06 11:09:01'), 'user_id': 43012946687}, {'id': 43031233302, 'message': 'At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of', 'created': Timestamp('2018-11-06 12:54:47'), 'updated': Timestamp('2018-11-06 12:54:47'), 'user_id': 43012946687}, {'id': 43031477370, 'message': 'to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by', 'created': Timestamp('2018-11-07 05:44:13'), 'updated': Timestamp('2018-11-07 05:44:13'), 'user_id': 43015800452}, {'id': 43031477371, 'message': 'love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to', 'created': Timestamp('2018-11-07 05:44:14'), 'updated': Timestamp('2018-11-07 05:44:14'), 'user_id': 43012946687}, {'id': 43031477373, 'message': 'paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed', 'created': Timestamp('2018-11-07 05:44:18'), 'updated': Timestamp('2018-11-07 05:44:18'), 'user_id': 43012946687}, {'id': 43031477374, 'message': 'harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there', 'created': Timestamp('2018-11-07 05:44:56'), 'updated': Timestamp('2018-11-07 05:44:56'), 'user_id': 43015800452}, {'id': 43031477375, 'message': 'deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee', 'created': Timestamp('2018-11-07 05:44:57'), 'updated': Timestamp('2018-11-07 05:44:57'), 'user_id': 43012946687}, {'id': 43031477376, 'message': 'could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne', 'created': Timestamp('2018-11-07 05:45:01'), 'updated': Timestamp('2018-11-07 05:45:01'), 'user_id': 43012946687}, {'id': 43031477377, 'message': 'are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,', 'created': Timestamp('2018-11-07 05:45:32'), 'updated': Timestamp('2018-11-07 05:45:32'), 'user_id': 43015800452}, {'id': 43031477378, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-11-07 05:45:33'), 'updated': Timestamp('2018-11-07 05:45:33'), 'user_id': 43012946687}, {'id': 43031477380, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-11-07 05:45:55'), 'updated': Timestamp('2018-11-07 05:45:55'), 'user_id': 43015800452}, {'id': 43031477382, 'message': 'spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.', 'created': Timestamp('2018-11-07 05:45:56'), 'updated': Timestamp('2018-11-07 05:45:56'), 'user_id': 43012946687}, {'id': 43031477933, 'message': 'At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of', 'created': Timestamp('2018-11-07 05:46:00'), 'updated': Timestamp('2018-11-07 05:46:00'), 'user_id': 43012946687}, {'id': 43031477934, 'message': 'to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by', 'created': Timestamp('2018-11-07 05:46:15'), 'updated': Timestamp('2018-11-07 05:46:15'), 'user_id': 43015800452}, {'id': 43031477935, 'message': 'love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to', 'created': Timestamp('2018-11-07 05:46:17'), 'updated': Timestamp('2018-11-07 05:46:17'), 'user_id': 43012946687}, {'id': 43031479477, 'message': 'paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed', 'created': Timestamp('2018-11-07 06:00:02'), 'updated': Timestamp('2018-11-07 06:00:02'), 'user_id': 43012946687}]"
79,"[{'id': 43031491419, 'message': 'harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there', 'created': Timestamp('2018-11-06 07:10:01'), 'updated': Timestamp('2018-11-06 07:10:01'), 'user_id': 43012946687}, {'id': 43031491424, 'message': 'deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee', 'created': Timestamp('2018-11-07 07:10:02'), 'updated': Timestamp('2018-11-07 07:10:02'), 'user_id': 43012946687}]"
80,"[{'id': 43031798209, 'message': 'could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne', 'created': Timestamp('2018-11-08 10:03:42'), 'updated': Timestamp('2018-11-08 10:03:42'), 'user_id': 43018004589}, {'id': 43032621987, 'message': 'are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,', 'created': Timestamp('2018-11-09 07:38:46'), 'updated': Timestamp('2018-11-09 07:38:46'), 'user_id': 43012946687}, {'id': 43032621988, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-11-09 08:33:28'), 'updated': Timestamp('2018-11-09 08:33:28'), 'user_id': 43018467083}, {'id': 43032621989, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-11-12 07:37:12'), 'updated': Timestamp('2018-11-12 07:37:12'), 'user_id': 43012946687}]"
81,[]
82,"[{'id': 43032622267, 'message': 'At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of', 'created': Timestamp('2018-11-09 07:25:02'), 'updated': Timestamp('2018-11-09 07:25:02'), 'user_id': 43012946687}, {'id': 43032622269, 'message': 'to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by', 'created': Timestamp('2018-11-09 18:59:06'), 'updated': Timestamp('2018-11-09 18:59:06'), 'user_id': 43012946687}, {'id': 43032622270, 'message': 'love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to', 'created': Timestamp('2018-11-12 07:58:01'), 'updated': Timestamp('2018-11-12 07:58:01'), 'user_id': 43012946687}, {'id': 43032622274, 'message': 'paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed', 'created': Timestamp('2018-11-12 07:58:01'), 'updated': Timestamp('2018-11-12 07:58:01'), 'user_id': 43012946687}]"
83,"[{'id': 43032622289, 'message': 'harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there', 'created': Timestamp('2018-11-12 07:15:04'), 'updated': Timestamp('2018-11-12 07:15:04'), 'user_id': 43012946687}, {'id': 43032622292, 'message': 'deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee', 'created': Timestamp('2018-11-12 07:22:20'), 'updated': Timestamp('2018-11-12 07:22:20'), 'user_id': 43018043978}]"
84,"[{'id': 43032622297, 'message': 'could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne', 'created': Timestamp('2018-11-09 08:13:33'), 'updated': Timestamp('2018-11-09 08:13:33'), 'user_id': 43012946687}, {'id': 43032622299, 'message': 'are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,', 'created': Timestamp('2018-11-09 16:25:26'), 'updated': Timestamp('2018-11-09 16:25:26'), 'user_id': 43018467153}, {'id': 43032622301, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-11-12 07:19:53'), 'updated': Timestamp('2018-11-12 07:19:53'), 'user_id': 43012946687}]"
85,"[{'id': 43032622320, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-11-02 06:07:48'), 'updated': Timestamp('2018-11-02 06:07:48'), 'user_id': 43012946687}, {'id': 43032622323, 'message': 'spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.', 'created': Timestamp('2018-11-09 15:21:39'), 'updated': Timestamp('2018-11-09 15:21:39'), 'user_id': 43012946687}, {'id': 43032622325, 'message': 'At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of', 'created': Timestamp('2018-11-10 16:30:20'), 'updated': Timestamp('2018-11-10 16:30:20'), 'user_id': 43018467155}, {'id': 43032622329, 'message': 'to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by', 'created': Timestamp('2018-11-12 07:10:05'), 'updated': Timestamp('2018-11-12 07:10:05'), 'user_id': 43012946687}]"
87,"[{'id': 43032622343, 'message': 'love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to', 'created': Timestamp('2018-11-03 10:39:02'), 'updated': Timestamp('2018-11-03 10:39:02'), 'user_id': 43012946687}, {'id': 43032622348, 'message': 'paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed', 'created': Timestamp('2018-11-08 10:39:02'), 'updated': Timestamp('2018-11-08 10:39:02'), 'user_id': 43012946687}, {'id': 43032622364, 'message': 'harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there', 'created': Timestamp('2018-11-10 10:39:02'), 'updated': Timestamp('2018-11-10 10:39:02'), 'user_id': 43012946687}, {'id': 43032622365, 'message': 'deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee', 'created': Timestamp('2018-11-10 10:50:54'), 'updated': Timestamp('2018-11-10 10:50:54'), 'user_id': 43013889161}, {'id': 43032622367, 'message': 'could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne', 'created': Timestamp('2018-11-11 07:00:01'), 'updated': Timestamp('2018-11-11 07:00:01'), 'user_id': 43012946687}]"
88,"[{'id': 43032622369, 'message': 'are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,', 'created': Timestamp('2018-10-19 07:24:01'), 'updated': Timestamp('2018-10-19 07:24:01'), 'user_id': 43012946687}, {'id': 43032622372, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-10-21 07:24:01'), 'updated': Timestamp('2018-10-21 07:24:01'), 'user_id': 43012946687}, {'id': 43032622373, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-10-26 07:24:02'), 'updated': Timestamp('2018-10-26 07:24:02'), 'user_id': 43012946687}, {'id': 43032622375, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-10-31 07:00:02'), 'updated': Timestamp('2018-10-31 07:00:02'), 'user_id': 43012946687}, {'id': 43032622376, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-11-02 07:24:01'), 'updated': Timestamp('2018-11-02 07:24:01'), 'user_id': 43012946687}, {'id': 43032622387, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-11-06 07:00:01'), 'updated': Timestamp('2018-11-06 07:00:01'), 'user_id': 43012946687}, {'id': 43032622388, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-11-09 07:24:02'), 'updated': Timestamp('2018-11-09 07:24:02'), 'user_id': 43012946687}, {'id': 43032622390, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-11-09 07:24:02'), 'updated': Timestamp('2018-11-09 07:24:02'), 'user_id': 43012946687}, {'id': 43032622391, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-11-09 07:46:58'), 'updated': Timestamp('2018-11-09 07:46:58'), 'user_id': 43012946687}]"
89,"[{'id': 43032850631, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-11-13 08:35:22'), 'updated': Timestamp('2018-11-13 08:35:22'), 'user_id': 43012946687}]"
90,"[{'id': 43032828417, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-11-08 07:10:02'), 'updated': Timestamp('2018-11-08 07:10:02'), 'user_id': 43012946687}, {'id': 43032828425, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-11-13 07:10:01'), 'updated': Timestamp('2018-11-13 07:10:01'), 'user_id': 43012946687}]"
91,[]
92,"[{'id': 43033178189, 'message': 'He of his ever scene time power, minstrels dear hill she loved for knew. He pomp were reverie bidding', 'created': Timestamp('2018-11-13 08:37:08'), 'updated': Timestamp('2018-11-13 08:37:08'), 'user_id': 43012946687}, {'id': 43033178196, 'message': 'flatterers breast another, suffice and dear but nor and a lay the, oer but woe native vast lands degree', 'created': Timestamp('2018-11-14 11:05:29'), 'updated': Timestamp('2018-11-14 11:05:29'), 'user_id': 43018467164}]"
93,"[{'id': 43033378708, 'message': 'was artless, been nor come bower the it, ear the steel known strength or monks these. Me peace been would loved', 'created': Timestamp('2018-11-13 08:00:02'), 'updated': Timestamp('2018-11-13 08:00:02'), 'user_id': 43012946687}, {'id': 43033378712, 'message': 'him mother who one uses, could said know and shun moths drugged, say lurked he the day. Fellow night might hope a', 'created': Timestamp('2018-11-13 10:56:02'), 'updated': Timestamp('2018-11-13 10:56:02'), 'user_id': 43012946687}, {'id': 43033378715, 'message': 'nor his of. Saw spent from many like. More her he for of aisle coffined, in despair his womans mood open, sore', 'created': Timestamp('2018-11-13 12:41:37'), 'updated': Timestamp('2018-11-13 12:41:37'), 'user_id': 43012946687}, {'id': 43033378717, 'message': 'day or her bade each thou, known wins pile departed that. Scape sought he fabled known and. The the muse old congealed', 'created': Timestamp('2018-11-14 06:00:01'), 'updated': Timestamp('2018-11-14 06:00:01'), 'user_id': 43012946687}]"
94,"[{'id': 43033404700, 'message': 'hellas dares. Though nor in not there in, bidding thee each nor sight in childe and. Feeble riot would wins een so', 'created': Timestamp('2018-11-15 07:49:15'), 'updated': Timestamp('2018-11-15 07:49:15'), 'user_id': 43018810225}, {'id': 43033406661, 'message': 'light is thy. Revel none and times neer yet to from nor nor. Light that and disporting unto. Save flash deigned her', 'created': Timestamp('2018-11-15 07:57:48'), 'updated': Timestamp('2018-11-15 07:57:48'), 'user_id': 43018810883}, {'id': 43033410019, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-11-15 08:15:59'), 'updated': Timestamp('2018-11-15 08:15:59'), 'user_id': 43018810225}, {'id': 43033536152, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-11-15 16:33:05'), 'updated': Timestamp('2018-11-15 16:33:05'), 'user_id': 43018849302}, {'id': 43033649311, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-11-16 06:35:21'), 'updated': Timestamp('2018-11-16 06:35:21'), 'user_id': 43012946687}, {'id': 43033650430, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-11-16 06:42:09'), 'updated': Timestamp('2018-11-16 06:42:09'), 'user_id': 43012946687}, {'id': 43033664612, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-11-16 08:05:33'), 'updated': Timestamp('2018-11-16 08:05:33'), 'user_id': 43018969195}, {'id': 43033687577, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-11-16 09:09:15'), 'updated': Timestamp('2018-11-16 09:09:15'), 'user_id': 43012946687}]"
95,[]
97,"[{'id': 43033766137, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-11-15 07:10:02'), 'updated': Timestamp('2018-11-15 07:10:02'), 'user_id': 43012946687}, {'id': 43033766140, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-11-16 07:00:02'), 'updated': Timestamp('2018-11-16 07:00:02'), 'user_id': 43012946687}]"
98,"[{'id': 43033800267, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-10-12 07:28:01'), 'updated': Timestamp('2018-10-12 07:28:01'), 'user_id': 43012946687}, {'id': 43033800268, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-10-12 09:19:02'), 'updated': Timestamp('2018-10-12 09:19:02'), 'user_id': 43012946687}, {'id': 43033800272, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-10-14 09:19:01'), 'updated': Timestamp('2018-10-14 09:19:01'), 'user_id': 43012946687}, {'id': 43033800275, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-10-19 09:19:01'), 'updated': Timestamp('2018-10-19 09:19:01'), 'user_id': 43012946687}, {'id': 43033800278, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-10-24 07:00:02'), 'updated': Timestamp('2018-10-24 07:00:02'), 'user_id': 43012946687}, {'id': 43033800280, 'message': 'And had in was fabled seraphs nor it beyond go whom, will peace memory the but the heartless the.', 'created': Timestamp('2018-10-26 09:19:02'), 'updated': Timestamp('2018-10-26 09:19:02'), 'user_id': 43012946687}, {'id': 43033800286, 'message': 'He of his ever scene time power, minstrels dear hill she loved for knew. He pomp were reverie bidding', 'created': Timestamp('2018-10-30 07:00:01'), 'updated': Timestamp('2018-10-30 07:00:01'), 'user_id': 43012946687}, {'id': 43033800288, 'message': 'flatterers breast another, suffice and dear but nor and a lay the, oer but woe native vast lands degree', 'created': Timestamp('2018-11-02 09:19:01'), 'updated': Timestamp('2018-11-02 09:19:01'), 'user_id': 43012946687}, {'id': 43033800292, 'message': 'was artless, been nor come bower the it, ear the steel known strength or monks these. Me peace been would loved', 'created': Timestamp('2018-11-02 09:19:01'), 'updated': Timestamp('2018-11-02 09:19:01'), 'user_id': 43012946687}, {'id': 43033800295, 'message': 'him mother who one uses, could said know and shun moths drugged, say lurked he the day. Fellow night might hope a', 'created': Timestamp('2018-11-09 09:19:02'), 'updated': Timestamp('2018-11-09 09:19:02'), 'user_id': 43012946687}, {'id': 43033800305, 'message': 'nor his of. Saw spent from many like. More her he for of aisle coffined, in despair his womans mood open, sore', 'created': Timestamp('2018-11-10 09:19:02'), 'updated': Timestamp('2018-11-10 09:19:02'), 'user_id': 43012946687}, {'id': 43033800308, 'message': 'day or her bade each thou, known wins pile departed that. Scape sought he fabled known and. The the muse old congealed', 'created': Timestamp('2018-11-11 09:19:01'), 'updated': Timestamp('2018-11-11 09:19:01'), 'user_id': 43012946687}, {'id': 43033800309, 'message': 'hellas dares. Though nor in not there in, bidding thee each nor sight in childe and. Feeble riot would wins een so', 'created': Timestamp('2018-11-16 09:19:02'), 'updated': Timestamp('2018-11-16 09:19:02'), 'user_id': 43012946687}, {'id': 43033800313, 'message': 'light is thy. Revel none and times neer yet to from nor nor. Light that and disporting unto. Save flash deigned her', 'created': Timestamp('2018-11-16 16:21:55'), 'updated': Timestamp('2018-11-16 16:21:55'), 'user_id': 43012946687}, {'id': 43033801178, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-11-16 16:22:05'), 'updated': Timestamp('2018-11-16 16:22:05'), 'user_id': 43019012070}, {'id': 43033801181, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-11-16 16:22:06'), 'updated': Timestamp('2018-11-16 16:22:06'), 'user_id': 43012946687}, {'id': 43033801185, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-11-16 16:22:54'), 'updated': Timestamp('2018-11-16 16:22:54'), 'user_id': 43019012070}, {'id': 43033801188, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-11-16 16:22:56'), 'updated': Timestamp('2018-11-16 16:22:56'), 'user_id': 43012946687}, {'id': 43033801195, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-11-16 16:23:00'), 'updated': Timestamp('2018-11-16 16:23:00'), 'user_id': 43012946687}, {'id': 43033801197, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-11-16 16:23:03'), 'updated': Timestamp('2018-11-16 16:23:03'), 'user_id': 43012946687}, {'id': 43033801200, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-11-16 16:23:23'), 'updated': Timestamp('2018-11-16 16:23:23'), 'user_id': 43019012070}, {'id': 43033801203, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-11-16 16:23:25'), 'updated': Timestamp('2018-11-16 16:23:25'), 'user_id': 43012946687}, {'id': 43033801205, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-11-16 16:23:32'), 'updated': Timestamp('2018-11-16 16:23:32'), 'user_id': 43019012070}, {'id': 43033801206, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-11-16 16:23:34'), 'updated': Timestamp('2018-11-16 16:23:34'), 'user_id': 43012946687}, {'id': 43033801207, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-11-16 16:23:38'), 'updated': Timestamp('2018-11-16 16:23:38'), 'user_id': 43012946687}, {'id': 43033801209, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-11-16 16:23:41'), 'updated': Timestamp('2018-11-16 16:23:41'), 'user_id': 43012946687}, {'id': 43033801211, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-11-16 16:23:47'), 'updated': Timestamp('2018-11-16 16:23:47'), 'user_id': 43019012070}, {'id': 43033801212, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-11-16 16:23:49'), 'updated': Timestamp('2018-11-16 16:23:49'), 'user_id': 43012946687}, {'id': 43033801214, 'message': 'And had in was fabled seraphs nor it beyond go whom, will peace memory the but the heartless the.', 'created': Timestamp('2018-11-16 16:23:53'), 'updated': Timestamp('2018-11-16 16:23:53'), 'user_id': 43019012070}, {'id': 43033801220, 'message': 'He of his ever scene time power, minstrels dear hill she loved for knew. He pomp were reverie bidding', 'created': Timestamp('2018-11-16 16:23:55'), 'updated': Timestamp('2018-11-16 16:23:55'), 'user_id': 43012946687}, {'id': 43033801221, 'message': 'flatterers breast another, suffice and dear but nor and a lay the, oer but woe native vast lands degree', 'created': Timestamp('2018-11-16 16:23:59'), 'updated': Timestamp('2018-11-16 16:23:59'), 'user_id': 43012946687}, {'id': 43033801223, 'message': 'was artless, been nor come bower the it, ear the steel known strength or monks these. Me peace been would loved', 'created': Timestamp('2018-11-16 16:24:02'), 'updated': Timestamp('2018-11-16 16:24:02'), 'user_id': 43012946687}, {'id': 43033801226, 'message': 'him mother who one uses, could said know and shun moths drugged, say lurked he the day. Fellow night might hope a', 'created': Timestamp('2018-11-16 16:24:10'), 'updated': Timestamp('2018-11-16 16:24:10'), 'user_id': 43019012070}, {'id': 43033801245, 'message': 'nor his of. Saw spent from many like. More her he for of aisle coffined, in despair his womans mood open, sore', 'created': Timestamp('2018-11-16 16:24:12'), 'updated': Timestamp('2018-11-16 16:24:12'), 'user_id': 43012946687}, {'id': 43033801273, 'message': 'day or her bade each thou, known wins pile departed that. Scape sought he fabled known and. The the muse old congealed', 'created': Timestamp('2018-11-16 16:24:16'), 'updated': Timestamp('2018-11-16 16:24:16'), 'user_id': 43012946687}, {'id': 43033801291, 'message': 'hellas dares. Though nor in not there in, bidding thee each nor sight in childe and. Feeble riot would wins een so', 'created': Timestamp('2018-11-16 16:24:19'), 'updated': Timestamp('2018-11-16 16:24:19'), 'user_id': 43012946687}, {'id': 43033801304, 'message': 'light is thy. Revel none and times neer yet to from nor nor. Light that and disporting unto. Save flash deigned her', 'created': Timestamp('2018-11-16 16:24:22'), 'updated': Timestamp('2018-11-16 16:24:22'), 'user_id': 43012946687}, {'id': 43033801326, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-11-16 16:24:22'), 'updated': Timestamp('2018-11-16 16:24:22'), 'user_id': 43012946687}]"
99,"[{'id': 43033902946, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-11-16 07:24:02'), 'updated': Timestamp('2018-11-16 07:24:02'), 'user_id': 43012946687}]"
100,"[{'id': 43033913466, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-11-17 07:24:02'), 'updated': Timestamp('2018-11-17 07:24:02'), 'user_id': 43012946687}]"
